y,x0,x1,x2,x3,x4
1,-1.8572435712460793,-1.1391714456822337,1.4331576893866032,-1.0422174429822202,-1.9944382486903531
0,-0.3460665078069901,0.6605671624250373,-0.9841770548107455,1.6175001783328622,1.483347016213151
0,-0.02078101096257412,1.068455925046317,0.6333094346931416,1.5068171851504317,1.141067202399939
0,0.9125440337978872,0.07101731341447781,-1.0032413800804547,-0.16755343507276044,0.4646009960037336
1,0.0915456953207896,-1.1751440337097272,-0.14852119820372933,-1.8872229241755154,-1.5537795255722593
1,-1.5549642979572802,-0.7648204957919763,1.507570826484931,-0.6741376028073587,-1.5711111826374775
0,-0.9247877535258171,-0.035607280882873425,-1.5572926545975387,1.0897705624136929,0.9265278085538677
0,-0.1313552574193052,1.0590019470614969,0.4595196223360507,1.6246701851085934,1.2382083161347521
1,0.32586859146856184,-0.4811726005958537,-0.42648473086714267,-0.8452176356619561,-0.49478693734796175
1,0.39024256520578804,-1.0515048224974317,-0.45893440590196855,-1.7878953390763077,-1.2730850564420242
1,-0.6340881147593509,-0.00203715826145834,0.20711170451945193,0.35599856592677304,-0.0012957324895439067
1,1.7770625423752349,-1.1697308540558642,-1.5735398442014876,-2.5406972964169747,-1.092587770377338
0,-1.8258927409731291,-0.7932457259060127,-0.8678697098876537,0.2590958893428933,-0.31979193167994274
0,-1.2925858884433983,0.32538144161682164,1.0369803442053303,1.0456402159672333,0.12860944408706249
0,-1.7099916880541723,-1.0263017976200532,-2.0207961265044903,0.19496387278199445,-0.056797551618006946
1,0.9856149002156988,-0.44369220162668804,-0.9256687319235383,-1.0642001425226473,-0.2963231528212667
1,-0.8115906941428229,-0.5411912084647034,1.1280985758870976,-0.6927124104081437,-1.1938797678981592
1,2.3342214966627344,-0.1777029530278891,-2.2644468178612556,-1.1030439664807288,0.5363833487559234
1,-0.6465800981714596,-0.3380052591806621,1.2496764408860235,-0.5207550537919396,-1.006773172127508
1,2.2311624734422293,-0.8229948069962589,-1.8809409401779735,-2.1914442792814315,-0.533682881085527
0,-0.5149963980807288,1.0475706302744123,0.05617107031899149,2.000816168948743,1.5001302858638697
1,-0.2124621406348013,-0.6098726707961994,0.09275891131330782,-0.8605734055502398,-0.8502122498075865
0,-1.4192938371188606,-0.6302948154772368,-2.044823917523224,0.6383914407828611,0.4498404079137008
1,1.940454383693242,-1.2195608791312795,-1.6896123663506097,-2.6917806592271742,-1.1286620553908597
1,-0.9003190323249138,-0.8821876394350899,0.8904267763727136,-1.0972483290117967,-1.5229095634374599
1,0.38695859226588947,-0.15491414920829116,-0.5824393994878277,-0.3137032601595401,0.02481681770836222
0,-1.6406950454854141,-0.6894749485957561,-1.4988692064338616,0.510793479125706,0.12107355701199274
1,0.6497066652494292,-0.7644696050460739,-0.5801827184895332,-1.464676776879494,-0.859962772904366
